Accuracy,F1 score (0),F1 score (1)
0.9384243887715061,0.9643107067879636,0.7758241758241758
0.9293691518261394,0.9593608891976381,0.7304147465437788
0.9263507395110172,0.9578874697963411,0.7067307692307693
0.9290673105946272,0.9595037049801827,0.7144592952612394
0.9332930878357983,0.9615451539933878,0.7485779294653014
