,acc,f1s0,f1s1,loss,val_acc
0,0.9288043975830078,0.9171433240725608,0.0,0.4771411057436822,0.846966564655304
1,0.9334756135940552,0.9171433240725607,0.0,0.4826135687865126,0.846966564655304
2,0.9350326061248779,0.9171433240725605,0.0,0.485885228552033,0.8469666242599487
3,0.9300983548164368,0.9171433240725608,0.0,0.47394571626902415,0.846966564655304
4,0.9341225624084473,0.9171433240725607,0.0,0.47548487919660776,0.846966564655304
5,0.9354639053344727,0.9171433240725605,0.0,0.47334087462369584,0.8469666242599487
6,0.9263975024223328,0.9171433240725608,0.0,0.476054972629694,0.846966564655304
7,0.9322721362113953,0.9171433240725607,0.0,0.4779140218395213,0.846966564655304
8,0.9342302680015564,0.9171433240725605,0.0,0.4783712550198629,0.8469666242599487
9,0.9381469488143921,0.9171433240725608,0.0,0.4681008070464441,0.846966564655304
10,0.9381469488143921,0.9171433240725607,0.0,0.47057690610617187,0.846966564655304
11,0.9383107423782349,0.917747175110946,0.014294083186877563,0.4276796158107429,0.848173975944519
12,0.9381469488143921,0.9171433240725608,0.0,0.48107728805924843,0.846966564655304
13,0.9381469488143921,0.9171433240725607,0.0,0.4875941734316843,0.846966564655304
14,0.9381468296051025,0.9171433240725605,0.0,0.4834979449590814,0.8469666242599487
15,0.9381469488143921,0.9171433240725608,0.0,0.4783013300380425,0.846966564655304
16,0.9381469488143921,0.9171433240725607,0.0,0.48361287405312403,0.846966564655304
17,0.9381468296051025,0.9171433240725605,0.0,0.48338666606002173,0.8469666242599487
18,0.9777432680130005,0.9819085758608385,0.8909644594395651,0.10659138919051776,0.9689706563949585
19,0.9846919775009155,0.9831723404497046,0.8987629945285247,0.09879877390889191,0.9711440205574036
20,0.9876811504364014,0.9847292392810699,0.909244781565344,0.09371501207620381,0.9738606214523315
21,0.9780020713806152,0.9837786301820495,0.9034366463100169,0.09393024367596978,0.9722306132316589
22,0.9843038320541382,0.9841414670436759,0.9052220609270947,0.09216418132353407,0.9728342890739441
23,0.9865338802337646,0.9847559953219435,0.9092478607953587,0.09423916332405836,0.9739007949829102
24,0.9684783220291138,0.9675848151856472,0.7015705703735844,0.13113933287756593,0.9421068429946899
25,0.9780020713806152,0.9758078597700572,0.8038969351532519,0.12243096032150376,0.9574101567268372
26,0.9811680316925049,0.97946332091877,0.8440276612805575,0.10997240106013999,0.9641009569168091
27,0.9359472393989563,0.9171433240725608,0.0,0.47131994856724446,0.846966564655304
28,0.937047004699707,0.9171433240725607,0.0,0.47460185624647816,0.846966564655304
29,0.9374135136604309,0.9171433240725605,0.0,0.4764004479052856,0.8469666242599487
30,0.9197722673416138,0.9171433240725608,0.0,0.468310880018727,0.846966564655304
31,0.9289595484733582,0.9171433240725607,0.0,0.4737611388794936,0.846966564655304
32,0.9320219159126282,0.9171433240725605,0.0,0.4761854007895629,0.8469666242599487
33,0.9381469488143921,0.9171433240725608,0.0,0.4645832523690082,0.846966564655304
34,0.9381469488143921,0.9171433240725607,0.0,0.4727833538797735,0.846966564655304
35,0.9381468296051025,0.9171433240725605,0.0,0.4751447401880103,0.8469666242599487
36,0.9648033380508423,0.9657200159807321,0.6866763725014909,0.17185588811833152,0.938786506652832
37,0.9771221876144409,0.9744457488240037,0.7919406983586366,0.13091851762784637,0.9549351930618286
38,0.9823758602142334,0.9783604834609398,0.8342323854452073,0.11401548149782517,0.9620887637138367
39,0.9708333015441895,0.9709321504383368,0.7246991804730423,0.12303116899995718,0.9479625821113586
40,0.9808747172355652,0.9779811463672953,0.8181847265346205,0.09865956326281505,0.9611832499504089
41,0.9851967096328735,0.9808112066955935,0.8522888198183216,0.09255326665817584,0.9664151668548584
42,0.9673654437065125,0.967902379382213,0.7050805249997941,0.16064065742533268,0.9427105188369751
43,0.9778596758842468,0.9755444257575234,0.8016567203168424,0.12477179329305124,0.9569271802902222
44,0.9819702506065369,0.9792294479476744,0.8417082378080558,0.10793296591517335,0.9636582732200623
45,0.8324534296989441,0.9171433240725608,0.0,0.6290579186801353,0.846966564655304
46,0.8853002786636353,0.9171433240725607,0.0,0.5826086068311704,0.846966564655304
47,0.9029157161712646,0.9171433240725605,0.0,0.5474737210920945,0.8469666242599487
48,0.9311593770980835,0.9171433240725608,0.0,0.6237401571620673,0.846966564655304
49,0.934653103351593,0.9171433240725607,0.0,0.5823633977465856,0.846966564655304
50,0.9358175992965698,0.9171433240725605,0.0,0.5504938059492915,0.8469666242599487
51,0.6973861455917358,0.7337146592580487,0.053089005235602095,0.6488946915392497,0.7081798911094666
52,0.817766547203064,0.8254289916653047,0.026544502617801048,0.5931282052578539,0.7775732278823853
53,0.8578932285308838,0.8560004358010566,0.01769633507853403,0.5484002890037764,0.8007043600082397
