Accuracy,F1 score (0),F1 score (1)
0.9767582251735587,0.9864077669902913,0.9198751300728408
0.9788711137941443,0.9876193845065441,0.9279835390946503
0.9661937820706309,0.9803784162578837,0.8779956427015251
0.9737398128584365,0.9846750044037343,0.9083245521601686
