,acc,val_acc,loss,f1s0,f1s1
0,0.8296900987625122,0.8333131670951843,0.41487770676612856,0.7491512981012335,0.8751403133568221
1,0.861608624458313,0.8328234493732453,0.4545054823160172,0.7492015753567818,0.8745659625761724
2,0.8793238679567973,0.8285247842470805,0.5402089973290761,0.7431918376709797,0.8712429098293945
3,0.8466728925704956,0.8791535854339599,0.3132281243801117,0.8192325134852523,0.9089673788241452
4,0.8845149278640747,0.888422018289566,0.3083016395568848,0.8355812731414831,0.9154033309838191
5,0.906700869401296,0.8876944859822591,0.35363543828328453,0.8362494797731581,0.914419127596696
6,0.6397699117660522,0.6397823691368103,0.6516901254653931,0.0,0.7803259346655851
7,0.6397699117660522,0.6397823691368103,0.6500223577022552,0.0,0.7803259346655851
8,0.6397699117660522,0.6397823691368103,0.647693947950999,0.0,0.7803259346655852
9,0.6397699117660522,0.6397823691368103,0.6522697448730469,0.0,0.7803259346655851
10,0.6397699117660522,0.6397823691368103,0.6503713190555572,0.0,0.7803259346655851
11,0.6397802750269572,0.6398267030715943,0.6469804644584656,0.0002457139666052382,0.7803470419290117
12,0.8089293122291565,0.8219830632209778,0.42073090076446534,0.7224501512328432,0.8688316644738048
13,0.8509976148605347,0.8292261123657226,0.42783528864383696,0.7382120545920727,0.8731310596788964
14,0.8743971149126689,0.8275614619255066,0.4626727362473806,0.7408682589188325,0.8705121999287238
15,0.8551616907119751,0.8762273192405701,0.3097639262676239,0.8211907877510726,0.9053416847049279
16,0.8992459595203399,0.8837847650051117,0.32115810215473173,0.8340942910501166,0.9105346096115203
17,0.9244523922602336,0.8838291009267171,0.37693915168444314,0.8351737398698998,0.9102726589258394
18,0.6397699117660522,0.6397823691368103,0.6537428379058838,0.0,0.7803259346655851
19,0.6397699117660522,0.6397823691368103,0.6533813774585724,0.0,0.7803259346655851
20,0.6397699117660522,0.6397823691368103,0.6530606349309286,0.0,0.7803259346655852
21,0.6356809735298157,0.6397823691368103,0.6535242199897766,0.0,0.7803259346655851
22,0.637725442647934,0.6397823691368103,0.6533901929855347,0.0,0.7803259346655851
23,0.6384069323539734,0.6397823691368103,0.6532387812932332,0.0,0.7803259346655852
