Accuracy,F1 score (0),F1 score (1)
0.9830968910353154,0.9900709219858156,0.9432048681541582
0.9806821611832176,0.9886805801202688,0.934156378600823
0.9788711137941443,0.9876281371509368,0.9276859504132231
0.9846060971928765,0.9909268813378402,0.9492537313432836
