,acc,val_acc,loss,f1s0,f1s1
0,0.9309416353702545,0.9128899574279785,0.26798627227544786,0.8784169101678184,0.9321242744391535
1,0.9361914396286011,0.9103143990039826,0.2963171452283859,0.8741189273199341,0.9303301270457999
2,0.6416718602180481,0.6397823691368103,0.6538186252117157,0.0,0.7803259346655851
3,0.6399098336696625,0.6397823691368103,0.6538774371147156,0.0,0.7803259346655851
4,0.9390599131584167,0.9117654204368592,0.3011416018009186,0.8762014723400494,0.9314383512145197
5,0.9340407371520996,0.912013304233551,0.2757931903004646,0.8754613216019409,0.9319717534425745
6,0.9016506016254425,0.9140266001224517,0.2560369536280632,0.879886226982002,0.9330317823811901
7,0.9192656576633453,0.9153083443641663,0.24711502194404603,0.8805181616060024,0.9343945011323296
8,0.9348129093647003,0.9108887553215027,0.28585107773542406,0.8751626154397506,0.9307026412984621
9,0.9379197716712951,0.9118802845478058,0.294948011636734,0.8756919218185711,0.9317390277400699
10,0.9383162319660187,0.9124002456665039,0.29819277822971346,0.8768742070139959,0.9320102464418225
11,0.6396688520908356,0.6397823691368103,0.6540699124336242,0.0,0.7803259346655851
12,0.9354736745357514,0.9117956399917603,0.2911227121949196,0.8760566832822805,0.931527267850543
13,0.9290526628494262,0.9131197094917297,0.2644199401140213,0.8786377623805463,0.9323311765273253
14,0.9226705074310303,0.9135006070137024,0.2501158654689789,0.8789603964567485,0.9326774358241829
15,0.9256970465183259,0.9136940777301789,0.26153013557195665,0.8772341566569628,0.9334419879096073
16,0.9309597849845886,0.9134945511817932,0.27328050434589385,0.8785383286745319,0.9328101552828205
17,0.9334266185760498,0.9093772649765015,0.28618614971637724,0.8728995024996072,0.9295704665905946
18,0.910463297367096,0.9133494615554809,0.24376589804887772,0.8776923324125792,0.9328687954369157
19,0.6394200980663299,0.6397823691368103,0.6537684440612793,0.0,0.7803259346655851
20,0.9335509955883026,0.9125513911247254,0.29441451728343965,0.8779713204320355,0.9318531272376515
21,0.9333359241485596,0.9130108833312989,0.28092021495103836,0.8793540293043005,0.9319635755552742
22,0.9301331758499145,0.9131983041763305,0.28610085546970365,0.8776581402965021,0.9327330361041675
23,0.932289081811905,0.9131076157093048,0.28904094994068147,0.8777065300394474,0.9326084307589196
24,0.9194133579730988,0.9166505396366119,0.2504676654934883,0.8818412307641725,0.9356115878172
25,0.9201518476009369,0.9165477633476258,0.24765783697366714,0.8819739097605341,0.9354469094315355
26,0.9353881716728211,0.9127569496631622,0.296998442709446,0.8774631252649243,0.9322625253422615
27,0.6437085509300232,0.6569286763668061,0.6385998070240021,0.07494650779468644,0.7871663693870312
28,0.9228363335132599,0.9119347035884857,0.2545818299055099,0.8744280622414996,0.9321545818600253
29,0.9346781671047211,0.912611848115921,0.28901834785938263,0.8770163226710471,0.9322191176308549
30,0.7619636237621308,0.7789480090141296,0.44528885930776596,0.44183720158175843,0.8585832579022675
31,0.6393397688865662,0.6397823691368103,0.6537797927856446,0.0,0.7803259346655851
32,0.9275497555732727,0.9145344614982605,0.25197498351335523,0.8793682206001503,0.933811228952402
33,0.920488715171814,0.9136517524719239,0.2554083466529846,0.8772887402693295,0.9333613640148247
34,0.9246501922607422,0.9134099125862122,0.2591106280684471,0.8776616507414181,0.9329663742331995
35,0.9095408380031585,0.907273280620575,0.25890813767910004,0.8643581513665479,0.9292177205360155
36,0.9279202997684479,0.913573169708252,0.2695704013109207,0.8781450218838739,0.9330354310976535
37,0.931744921207428,0.9122188687324524,0.2851418450474739,0.8768121022592293,0.9318009213269869
38,0.9168895065784455,0.9165296196937561,0.23665370643138886,0.8812833383326752,0.9356324201809635
39,0.9224165558815003,0.9135550200939179,0.2607791319489479,0.8764367383055683,0.9335096397149985
