,acc,val_acc,loss,f1s0,f1s1
0,0.6396973609924317,0.6397823691368103,0.6538505673408508,0.7803259346655851,0.0
1,0.639733636379242,0.6397823691368103,0.6537586987018585,0.7803259346655851,0.0
2,0.6397457281748454,0.6397823691368103,0.6537896871566773,0.7803259346655852,0.0
3,0.6397699117660522,0.6397823691368103,0.6537331581115723,0.7803259346655851,0.0
4,0.6397699117660522,0.6397823691368103,0.6538207769393921,0.7803259346655851,0.0
5,0.6397699117660522,0.6397823691368103,0.6537765185038249,0.7803259346655852,0.0
6,0.6397699117660522,0.6397823691368103,0.6541870832443237,0.7803259346655851,0.0
7,0.6397699117660522,0.6397823691368103,0.6541303992271423,0.7803259346655851,0.0
8,0.6397699117660522,0.6397823691368103,0.6539955774943034,0.7803259346655852,0.0
9,0.6399253845214844,0.6397823691368103,0.6538625240325928,0.7803259346655851,0.0
10,0.6398476481437683,0.6397823691368103,0.653845340013504,0.7803259346655851,0.0
11,0.639821736017863,0.6397823691368103,0.6538171728452047,0.7803259346655852,0.0
12,0.6717247247695923,0.6954171776771545,0.5873581767082214,0.8028068193523445,0.262128479856979
13,0.746286803483963,0.7622793316841125,0.49538943767547605,0.839206322408072,0.49358820522479796
14,0.7819323579470316,0.7922289450963338,0.4523721198240916,0.8568079289204913,0.5841249326999371
15,0.6570895671844482,0.6480895042419433,0.6460715770721436,0.7842090779630825,0.04403018197958278
16,0.7338671267032624,0.7257980823516845,0.5447755545377732,0.8218694946523193,0.35508356347526526
17,0.7722360491752625,0.7668923894564311,0.4869318683942159,0.8437961749839077,0.4931856856627206
18,0.6802549839019776,0.6980653047561646,0.5746490120887756,0.8061186540128821,0.26082867503524715
19,0.750979483127594,0.7519830763339996,0.5048275053501129,0.8277988798320435,0.48939691169529764
20,0.7841469764709472,0.775606616338094,0.4726417263348897,0.8380366799490186,0.5764979658133983
21,0.6397699117660522,0.6397823691368103,0.6534603834152222,0.7803259346655851,0.0
22,0.6556125700473785,0.6663301229476929,0.6199753284454346,0.7900805689078413,0.1302716170822321
23,0.7093594590822856,0.7168480515480041,0.5528795619805654,0.8131454795085599,0.33212691147426
24,0.6406612873077393,0.6397823691368103,0.6502787709236145,0.7803259346655851,0.0
25,0.6409877836704254,0.6397944569587708,0.6477834522724152,0.7803316892816226,6.711409395973154e-05
26,0.6491639097531636,0.6552680532137553,0.6336525559425354,0.7862076904147537,0.08973440081775334
27,0.742672061920166,0.764353084564209,0.48706903457641604,0.8444740064978141,0.4654559239875725
28,0.8064547061920166,0.8138452231884002,0.4182880997657776,0.8715940669641707,0.6276158211865093
29,0.8322623014450073,0.8298186222712199,0.40004722277323407,0.8802550915016578,0.6808545774526373
30,0.6403555274009705,0.6397823691368103,0.6526897430419922,0.7803259346655851,0.0
31,0.6406198263168335,0.622079822421074,0.6638367831707,0.7496141495974951,0.045332741319282555
32,0.6410793344179789,0.6280290385087332,0.659759255250295,0.7598614822550043,0.030755694746722236
33,0.8444548010826111,0.8524667382240295,0.3677721619606018,0.8917916488973493,0.7671029600390078
34,0.8623522996902466,0.8543651700019836,0.36872921586036683,0.8918993032401058,0.775947617062097
35,0.8747702479362488,0.8512333710988362,0.38240065773328147,0.8883338356506989,0.7762519270175848
36,0.6372875332832336,0.6397823691368103,0.6585628747940063,0.7803259346655851,0.0
37,0.638528722524643,0.6397823691368103,0.6560261070728302,0.7803259346655851,0.0
38,0.6389424522717794,0.6397823691368103,0.6551440834999085,0.7803259346655852,0.0
39,0.6397699117660522,0.6397823691368103,0.6579798579216003,0.7803259346655851,0.0
40,0.6397699117660522,0.6397823691368103,0.6557463943958283,0.7803259346655851,0.0
41,0.6397699117660522,0.6397823691368103,0.6549577713012695,0.7803259346655852,0.0
42,0.6374637365341187,0.6397823691368103,0.659172260761261,0.7803259346655851,0.0
43,0.6386168241500855,0.6397823691368103,0.6564119517803192,0.7803259346655851,0.0
44,0.6390011866887411,0.6397823691368103,0.6554526805877685,0.7803259346655852,0.0
45,0.6247201561927795,0.6397823691368103,0.6598390579223633,0.7803259346655851,0.0
46,0.6322450339794159,0.6397823691368103,0.6565195977687835,0.7803259346655851,0.0
47,0.6347533265749613,0.6397823691368103,0.6552759607632955,0.7803259346655852,0.0
